1	0	0.0	0.00013333333333333334	0.007633333333333333	0.08583333333333333	0.019566666666666666	0.011666666666666667	0.11486666666666667	0.3957	0.3646	0.0	
2	0	0.0	0.00016666666666666666	0.008933333333333333	0.086	0.0192	0.012333333333333333	0.11633333333333333	0.39903333333333335	0.358	0.0	
2	1	0.0	6.666666666666667e-05	0.008433333333333333	0.083	0.0196	0.012333333333333333	0.1166	0.3945666666666667	0.3654	0.0	
3	0	0.0	0.0001	0.007733333333333333	0.08693333333333333	0.019233333333333335	0.011966666666666667	0.12036666666666666	0.3972	0.35646666666666665	0.0	
3	1	0.0	6.666666666666667e-05	0.0082	0.08426666666666667	0.018466666666666666	0.013166666666666667	0.1198	0.4027	0.35333333333333333	0.0	
3	2	0.0	0.0	0.008066666666666666	0.0846	0.019133333333333332	0.0117	0.11963333333333333	0.39203333333333334	0.36483333333333334	0.0	
4	0	0.0	0.0011	0.0013666666666666666	0.023033333333333333	0.06093333333333333	0.0463	0.041966666666666666	0.2241	0.425	0.1762	
4	1	0.0	3.3333333333333335e-05	0.0012333333333333332	0.023433333333333334	0.020533333333333334	0.0477	0.042366666666666664	0.22546666666666668	0.4459666666666667	0.19326666666666667	
4	2	0.0	0.0	0.0009666666666666667	0.021233333333333333	0.0197	0.049466666666666666	0.043533333333333334	0.22513333333333332	0.4507333333333333	0.18923333333333334	
4	3	0.0	0.00013333333333333334	0.0012666666666666666	0.023366666666666668	0.018833333333333334	0.04923333333333333	0.0422	0.22896666666666668	0.44456666666666667	0.19143333333333334	
5	0	0.0	0.00013333333333333334	0.0014	0.023633333333333333	0.018133333333333335	0.048666666666666664	0.04533333333333334	0.2235	0.4454666666666667	0.19373333333333334	
5	1	0.0	0.0005666666666666667	0.0014666666666666667	0.0217	0.06376666666666667	0.047733333333333336	0.0439	0.219	0.42643333333333333	0.17543333333333333	
5	2	0.0	0.0002	0.0014	0.021	0.021233333333333333	0.05026666666666667	0.04126666666666667	0.2223	0.45016666666666666	0.19216666666666668	
5	3	0.0	0.00013333333333333334	0.0011666666666666668	0.021733333333333334	0.019	0.051833333333333335	0.0427	0.22436666666666666	0.44853333333333334	0.19053333333333333	
5	4	0.0	0.00023333333333333333	0.0097	0.08576666666666667	0.019633333333333332	0.016866666666666665	0.1155	0.3947333333333333	0.35756666666666664	0.0	
6	0	0.0	0.00016666666666666666	0.0013333333333333333	0.021366666666666666	0.019466666666666667	0.049833333333333334	0.043366666666666664	0.22563333333333332	0.4451333333333333	0.1937	
