[26, 1]	[20, 42, 9]	0.20366196656668442
[24, 3]	[11, 38, 4]	0.20116895130771173
[15, 9]	[31, 30, 23]	0.22517496893075062
[13, 16]	[48, 49, 25]	0.2556181612610845
[6, 29]	[42, 11, 40]	0.2960296769732478
[7, 8]	[33, 32, 2]	0.21349573440230238
[2, 32]	[42, 26, 15]	0.2836940169502612
[8, 33]	[6, 40, 21]	0.2909221726983059
[30, 0]	[45, 11, 37]	0.25350311626907374
[14, 6]	[8, 48, 27]	0.29154869696035285
[4, 28]	[21, 51, 47]	0.25800278455227577
[28, 6]	[18, 39, 49]	0.2659994954167017
[8, 0]	[42, 7, 17]	0.2701011035423616
[6, 42]	[24, 35, 19]	0.2977854399686037
[11, 21]	[50, 16, 29]	0.22707743484801765
[21, 27]	[41, 47, 15]	0.2999504760836861
[10, 20]	[6, 5, 29]	0.21544492099533727
[11, 29]	[43, 13, 22]	0.24642633551051685
[27, 1]	[23, 10, 43]	0.22867481475252058
[37, 3]	[21, 29, 4]	0.29801624010689687
[15, 26]	[41, 1, 3]	0.24230417028751905
[11, 18]	[49, 12, 34]	0.2080625870172586
[3, 29]	[16, 4, 41]	0.2210359842644764
[30, 7]	[49, 8, 18]	0.24104037600799857
[1, 10]	[22, 21, 14]	0.2084405572842206
[7, 20]	[44, 50, 46]	0.24517749184724208
[7, 29]	[14, 50, 17]	0.2407502406114802
[2, 8]	[38, 39, 42]	0.2192531232771751
[18, 2]	[37, 30, 29]	0.23825068445789999
[29, 1]	[43, 32, 4]	0.2588264700660631
[33, 29]	[15, 51, 19]	0.2591296872517964
[24, 12]	[22, 2, 41]	0.23319410571954513
[15, 16]	[31, 37, 46]	0.20138153038245543
[5, 1]	[15, 49, 22]	0.2950761079808258
[17, 1]	[28, 31, 51]	0.21932273708406919
[22, 30]	[11, 41, 33]	0.2968496248329736
[4, 19]	[0, 9, 33]	0.2864248404488922
[4, 12]	[41, 43, 24]	0.227444659359553
[7, 30]	[17, 1, 32]	0.24480746409516066
[3, 24]	[33, 35, 41]	0.27000766219082595
[25, 8]	[41, 45, 0]	0.2630598304973883
[23, 11]	[5, 35, 41]	0.2425550603163924
[9, 6]	[31, 1, 48]	0.2949625767387099
[17, 8]	[50, 13, 29]	0.22494557041273044
[34, 27]	[48, 6, 13]	0.2859912725777666
[27, 11]	[41, 33, 17]	0.208535867462787
[1, 15]	[8, 48, 43]	0.28854876236929894
[28, 23]	[2, 7, 36]	0.27321643820256214
[6, 25]	[14, 22, 49]	0.24087732084956878
[22, 13]	[43, 34, 24]	0.22079116792345282
[20, 10]	[28, 14, 32]	0.24295966136854202
[0, 4]	[35, 36, 34]	0.22652846690774536
[23, 25]	[8, 51, 49]	0.2999369270877134
[11, 12]	[24, 38, 51]	0.20034199534662067
[23, 24]	[4, 35, 6]	0.2712910791541689
[14, 11]	[44, 6, 47]	0.24188835627318514
[17, 33]	[8, 28, 14]	0.2760617273568245
[14, 19]	[49, 5, 43]	0.20211504499201077
[3, 27]	[46, 12, 11]	0.25032564311010197
[35, 5]	[23, 10, 27]	0.2654841663629823
[29, 1]	[46, 27, 11]	0.21862519739485514
[14, 27]	[37, 4, 23]	0.24458180323120193
[3, 34]	[22, 9, 36]	0.2674328857492595
[0, 10]	[39, 50, 34]	0.21125921565329522
[24, 14]	[11, 42, 36]	0.2571921808277035
[43, 0]	[9, 19, 23]	0.2999434679823209
[3, 24]	[13, 22, 44]	0.21309814145151795
[1, 26]	[18, 49, 45]	0.24591661293788955
[22, 17]	[2, 45, 34]	0.24764621235481551
[40, 0]	[23, 11, 13]	0.27070239863949386
[29, 4]	[51, 13, 38]	0.27028004373055253
[25, 3]	[16, 18, 36]	0.22972275950999355
[26, 0]	[49, 17, 46]	0.21915828030536635
[14, 22]	[41, 33, 8]	0.22062671114475
[2, 42]	[4, 21, 32]	0.2980601575421187
[4, 27]	[17, 50, 23]	0.22465963987703116
[4, 16]	[25, 37, 0]	0.21422551135779627
[10, 35]	[12, 39, 2]	0.2916888589876564
[35, 11]	[13, 50, 30]	0.26809491772488997
[27, 17]	[51, 32, 1]	0.2510119698371317
[18, 33]	[28, 10, 3]	0.28738121268186023
