[17, 28]	[20, 40, 21]	0.33576666666666666	0.3324204113288295
[35, 18]	[20, 21, 48]	0.33791666666666664	0.3377802072529177
[28, 20]	[9, 24, 5]	0.29728333333333334	0.2990581111765201
[50, 31]	[41, 39, 49]	0.78595	0.7877820760799485
[20, 0]	[8, 31, 7]	0.20098333333333335	0.2003471346209552
[20, 22]	[45, 35, 47]	0.57705	0.5760210803689064
[40, 32]	[44, 51, 33]	0.7592	0.7603687195731599
[47, 24]	[11, 15, 31]	0.6082666666666666	0.6053504517889348
[48, 8]	[41, 25, 26]	0.52705	0.5305338304413234
[43, 9]	[47, 12, 21]	0.38065	0.3821456937553145
