[13, 6]	[49, 40, 26]	0.15384615384615385	0.17414477803006945
[29, 21]	[43, 48, 9]	0.28846153846153844	0.3260467767405788
[14, 13]	[22, 8, 2]	0.6730769230769231	0.6579154168885899
[4, 26]	[47, 18, 44]	0.28846153846153844	0.2608616227025108
[25, 21]	[47, 29, 19]	0.4423076923076923	0.4872695502667751
[25, 39]	[27, 51, 41]	0.7403846153846154	0.6922527775441744
[34, 22]	[4, 23, 42]	0.7019230769230769	0.7221848456816079
[45, 12]	[26, 41, 33]	0.4326923076923077	0.40053214849699587
[25, 17]	[24, 22, 36]	0.6442307692307693	0.6261257346826264
[22, 4]	[9, 6, 5]	0.9615384615384616	0.9088012409011484
