[50, 51]	[22, 32, 44]	0.8283	0.8274521346676758
[18, 10]	[16, 29, 47]	0.5814666666666667	0.5849531391622048
[40, 3]	[49, 4, 43]	0.7652166666666667	0.7648314785225053
[12, 30]	[32, 20, 34]	0.3356	0.33675328679954025
[44, 35]	[19, 34, 26]	0.72745	0.7309216120501967
[44, 7]	[39, 26, 22]	0.3337333333333333	0.3364622169895065
[19, 44]	[20, 37, 14]	0.40875	0.41476793840346105
[30, 0]	[40, 27, 20]	0.27535	0.27122239976079016
[25, 32]	[38, 46, 26]	0.5547333333333333	0.5548126968108468
[33, 20]	[7, 40, 3]	0.2960333333333333	0.2932993206813743
