[33, 31]	[23, 18, 13]	0.371350414412394
[25, 18]	[16, 26, 7]	0.8786229548024183
[6, 13]	[26, 5, 40]	0.5637858697988207
[6, 20]	[14, 8, 10]	0.3387496612751007
[4, 36]	[2, 16, 17]	0.3906974462478625
[30, 16]	[27, 29, 6]	0.7445500331716798
[19, 45]	[18, 50, 4]	0.6712387519973089
[16, 32]	[7, 23, 4]	0.33932152234649926
[5, 40]	[16, 45, 21]	0.37353740924508727
[25, 35]	[31, 15, 8]	0.3257645838589409
[30, 35]	[38, 44, 47]	0.5026957829918052
[11, 22]	[32, 23, 15]	0.655835412403405
[20, 22]	[28, 14, 6]	0.6731884057971014
[2, 11]	[6, 46, 4]	0.25230659976265896
[22, 12]	[33, 38, 4]	0.22461385361477867
[38, 22]	[33, 24, 8]	0.41301124099458975
[37, 38]	[0, 19, 20]	0.7618156589016903
[40, 22]	[18, 33, 1]	0.3520468328053897
[1, 37]	[3, 28, 9]	0.5850605967164709
[27, 31]	[10, 15, 43]	0.5379297134153749
[13, 2]	[36, 33, 47]	0.17650277053607305
[18, 47]	[49, 43, 51]	0.5912090376475206
[28, 4]	[31, 35, 8]	0.6687975966884385
[10, 43]	[2, 12, 34]	0.36044954634223825
[1, 40]	[14, 3, 38]	0.5454078247787776
[26, 47]	[14, 8, 3]	0.3912772498341416
[28, 8]	[35, 30, 45]	0.6038226856913258
[24, 22]	[42, 10, 50]	0.44898382530204917
[40, 8]	[26, 36, 32]	0.6180524019099412
[30, 15]	[36, 51, 47]	0.31624991823881743
[40, 18]	[50, 13, 46]	0.46089993365664045
[8, 23]	[46, 12, 17]	0.43272269410104747
[15, 41]	[35, 6, 37]	0.36266130313308853
[20, 13]	[25, 43, 31]	0.30929834889131835
[1, 32]	[45, 4, 44]	0.3644792046272157
[10, 31]	[51, 26, 36]	0.28352442089722385
[26, 2]	[33, 41, 23]	0.22687513432194284
[8, 48]	[41, 49, 22]	0.8226455115446789
[9, 15]	[25, 41, 40]	0.22803474149450095
[3, 43]	[45, 24, 16]	0.3442869957671068
[31, 17]	[22, 7, 45]	0.28812453863332677
[32, 5]	[23, 31, 7]	0.47575570693054503
[38, 40]	[6, 30, 26]	0.6210827049402443
[48, 44]	[20, 46, 22]	0.8614269428793018
[10, 2]	[31, 25, 16]	0.14606378306655826
[11, 15]	[8, 14, 33]	0.8387604070305273
[43, 28]	[33, 22, 48]	0.4378535587138732
[30, 51]	[21, 10, 25]	0.4662284267279642
[50, 8]	[22, 33, 40]	0.44661975910819574
[34, 27]	[22, 14, 33]	0.7729716218615386
[9, 39]	[33, 47, 31]	0.4312262308562031
[35, 34]	[50, 51, 49]	0.8514123660284623
[31, 14]	[20, 43, 17]	0.3688728169764247
[42, 3]	[43, 18, 22]	0.7773030957119764
[19, 1]	[30, 40, 18]	0.5561208757323466
[29, 16]	[19, 12, 32]	0.6598846933722049
[38, 31]	[39, 47, 26]	0.7573921453199899
[9, 38]	[6, 1, 2]	0.38414674029845164
[6, 45]	[36, 22, 48]	0.42910884983040387
[43, 0]	[26, 7, 14]	0.3108546146011456
[31, 5]	[10, 28, 14]	0.7156813276147226
[36, 32]	[12, 11, 35]	0.7672142329866658
[3, 17]	[35, 29, 21]	0.2675277287210682
[6, 11]	[43, 24, 39]	0.1869462431904615
[28, 51]	[3, 23, 7]	0.6687060241639335
[51, 38]	[30, 47, 49]	0.8862402937796092
[24, 30]	[48, 40, 1]	0.32504695427914665
[20, 42]	[25, 2, 50]	0.4192746147880283
[33, 6]	[13, 4, 27]	0.5556975864098899
[36, 46]	[15, 25, 20]	0.40485427821228004
[23, 48]	[19, 12, 36]	0.5083307636961661
[23, 41]	[21, 48, 22]	0.9485282987133127
[11, 35]	[40, 18, 3]	0.3215891570655678
[14, 47]	[26, 32, 24]	0.44114409590820325
[43, 8]	[49, 47, 5]	0.4380974406413814
[34, 42]	[15, 50, 41]	0.7932890421327053
[21, 33]	[2, 22, 15]	0.701744082826414
[21, 15]	[11, 18, 25]	0.940917500630729
[10, 37]	[18, 19, 21]	0.34292275203468536
[12, 0]	[24, 25, 20]	0.4551705771872284
[42, 27]	[51, 6, 47]	0.4799960754632355
[21, 11]	[27, 35, 29]	0.37897195825040414
[11, 28]	[13, 4, 31]	0.7400227996897746
[12, 24]	[19, 31, 3]	0.2866832057858885
[15, 25]	[0, 35, 18]	0.2425419785271774
[48, 2]	[29, 32, 12]	0.45466178902811655
[21, 32]	[49, 0, 17]	0.3360823778955139
[3, 38]	[4, 7, 23]	0.34139545314383424
[46, 21]	[2, 12, 10]	0.41030611386763094
[12, 35]	[6, 29, 13]	0.6183939300498043
[48, 24]	[11, 50, 1]	0.810255188331044
[25, 38]	[2, 10, 13]	0.32407890187723676
[19, 41]	[27, 24, 26]	0.5005592464889412
[46, 42]	[32, 40, 34]	0.8222965080966932
[32, 1]	[18, 22, 4]	0.21451658116783
[14, 5]	[2, 32, 34]	0.24548958596137138
[48, 13]	[31, 18, 24]	0.46265336061820794
[46, 50]	[41, 40, 19]	0.6298250777899251
[19, 44]	[42, 21, 0]	0.41014165708892814
[37, 27]	[49, 16, 1]	0.38197376166848873
[45, 1]	[22, 31, 15]	0.32806838038105385
[4, 42]	[50, 8, 16]	0.3895934366794681
[19, 3]	[47, 11, 4]	0.5261177921677459
[5, 50]	[36, 19, 46]	0.45759397863930706
[15, 46]	[14, 7, 40]	0.6686448200786775
[45, 23]	[9, 26, 49]	0.48226529868528023
[20, 10]	[26, 14, 9]	0.6108994664498828
[43, 27]	[31, 46, 11]	0.6280758556891768
[28, 12]	[2, 24, 46]	0.2878867303936684
[4, 40]	[24, 37, 34]	0.43967192741475813
[1, 0]	[21, 28, 7]	0.4351063829787234
[46, 1]	[13, 17, 24]	0.3439230417028752
[8, 33]	[2, 7, 21]	0.2685527803474149
[37, 42]	[0, 17, 35]	0.4255127594165522
[3, 51]	[22, 19, 11]	0.6057092665788318
[35, 27]	[13, 39, 12]	0.38102112708958225
[20, 25]	[10, 19, 33]	0.47588886085648346
[5, 26]	[49, 51, 38]	0.2809038581934049
[30, 33]	[32, 6, 38]	0.7312164195142917
[23, 27]	[37, 47, 7]	0.5201370784627029
[47, 18]	[20, 44, 33]	0.7808220970108112
[31, 2]	[1, 9, 20]	0.5240868443921173
[31, 4]	[36, 26, 41]	0.3534825591717359
[23, 40]	[29, 34, 7]	0.3737504555265887
[5, 8]	[28, 26, 44]	0.18299227240022797
[40, 15]	[46, 10, 2]	0.3317751987964754
[44, 11]	[38, 3, 13]	0.4031008512507125
[44, 1]	[31, 7, 3]	0.4747470075407171
[46, 43]	[3, 10, 17]	0.43205271961053643
[29, 1]	[4, 47, 44]	0.28273811192405085
[13, 49]	[17, 47, 22]	0.4873662620656145
[31, 1]	[26, 36, 29]	0.6201319391883684
[11, 14]	[32, 50, 46]	0.22502172511423205
[11, 49]	[27, 17, 18]	0.5328273484147675
[13, 11]	[29, 37, 16]	0.20675534250927405
